error_type,word,gt_snippet,gt_index,whisper_snippet,whisper_index,score,dataset,folder
over,cents,many more cancers and a test looking for 12 cancers at a 67 sensitivity and when you think about medical,6851,test looking for 12 cancers at a sixty 7 cents cents to the city and when you think about the medical,6673,83.97790055248619,combined_21,4375653
over,cents,a test looking for 12 cancers at a 67 sensitivity and when you think about medical need we all have,6855,a test looking for 12 cancers at a sixty 7 cents cents to the city and when you think about the,6672,83.72093023255813,combined_21,4375653
under,cents,than a year ago and then adjusted eps of 66 cents i would like to express my sincere gratitude to our,382,than an year ago and an adjusted eps of 0 66 i would like to express my sincere gratitude to,366,90.21739130434783,combined_21,4383161
under,cents,than a year ago and then adjusted eps of 66 cents i would like to express my sincere gratitude to our,382,than a year ago and an adjusted eps of 0 66 i would like to express my sincere gratitude to,362,90.10989010989012,combined_21,4383161
under,cents,income for the quarter was 1 2 million for 6 cents per diluted shares compared to a net loss 4 6,2050,net income for the quarter was 1 2 million or 0 06 per diluted share compared to a net loss,2057,91.20879120879121,combined_21,4384198
under,cents,compared to a net loss 4 6 million for 23 cents per diluted share in the prior year period our home,2064,compared to a net loss of 4 6 million or 0 23 per diluted share in the prior year period,2072,92.04545454545455,combined_21,4384198
under,cents,income for the quarter was 1 2 million for 6 cents per diluted shares compared to a net loss 4 6,2050,net income for the quarter was 1 2 million or 0 06 per diluted share compared to a net loss,2031,91.20879120879121,combined_21,4384198
under,cents,compared to a net loss 4 6 million for 23 cents per diluted share in the prior year period our home,2064,compared to a net loss of 4 6 million or 0 23 per diluted share in the prior year period,2046,92.04545454545455,combined_21,4384198
over,cents,diluted share compared with 17 5 million or 0 33 per diluted share in the same period 2019 our third,324,per diluted chair compared with 17 5 million or 33 cents per diluted chair in the same period 2019 our third,327,90.0,combined_21,4384683
over,cents,for the third quarter was 21 1 million or 0 39 per diluted share compared with 17 5 million or,312,of the third quarter was 21 1 million or 39 cents per diluted chair compared with 17 5 million or 33,316,91.48936170212765,combined_21,4384683
over,cents,1 gas board of directors declared a dividend of 0 54 per share authorized rate base reflecting our recent regulatory,577,1 guest board of directors the clever dividend at 54 cents per share and the dividend is listed authorized rate base,577,72.36180904522614,combined_21,4384683
over,cents,gas board of directors declared a dividend of 0 54 per share authorized rate base reflecting our recent regulatory activity,578,1 guest board of directors declared a dividend at 54 cents per share thank you authorized rate base reflecting our recent,582,87.5,combined_21,4384683
under,cents,11 cents per share as compared to 2 per 2 cents per share last quarter and a loss of 96 cents,2516,was 0 11 per share as compared to 0 02 per share last quarter and a loss of 0 96,2521,86.25,combined_21,4384744
under,cents,share in the prior quarter and a loss of 6 cents per share in quarter 3 of 2019 turning to the,2566,share in the prior quarter and a loss of 0 06 per share in quarter 3 of 2019 turning to,2571,93.10344827586206,combined_21,4384744
under,cents,earnings per share assuming dilution on a basis was 11 cents per share as compared to 2 per 2 cents per,2507,earnings per share assuming dilution on a basis was 0 11 per share as compared to 0 02 per share,2513,91.48936170212765,combined_21,4384744
under,cents,per share assuming dilution for the third quarter was 16 cents compared to an income of 4 cents per share in,2547,per share assuming dilution for the third quarter was 0 16 compared to an income of 0 04 per share,2552,89.47368421052632,combined_21,4384744
under,cents,quarter was 16 cents compared to an income of 4 cents per share in the prior quarter and a loss of,2554,0 16 compared to an income of 0 04 per share in the prior quarter and a loss of 0,2561,90.56603773584906,combined_21,4384744
under,cents,cents per share last quarter and a loss of 96 cents per share in the third quarter of 2019 non earnings,2526,share last quarter and a loss of 0 96 per shared in the third quarter of 2019 19 non earnings,2532,93.5483870967742,combined_21,4384744
under,cents,quarter was 16 cents compared to an income of 4 cents per share in the prior quarter and a loss of,2554,0 16 compared to an income of 0 04 per share in the prior quarter and a loss of 0,2536,90.56603773584906,combined_21,4384744
under,cents,11 cents per share as compared to 2 per 2 cents per share last quarter and a loss of 96 cents,2516,was 0 11 per share as compared to 0 02 per share last quarter and a loss of 0 96,2497,86.25,combined_21,4384744
under,cents,earnings per share assuming dilution on a basis was 11 cents per share as compared to 2 per 2 cents per,2507,earnings per share assuming dilution on a basis was 0 11 per share as compared to 0 02 per share,2489,91.48936170212765,combined_21,4384744
